StudentID,Avg_Percent,Letter Grade,GPA Points,Course Number,Course Name,EarnedCrHrs,PotentialCrHrs,Grade_Level,CreditType,StoreCode,TermID,SchoolID
1017444977,96.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
1070730443,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
1169761919,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
1430155162,85.0,B,3,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
1509361502,79.0,C,2,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
1620578091,99.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
1776215322,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
1882758441,92.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
2154140497,94.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
2253540510,93.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
2298765439,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
2341899048,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
2486415885,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
2714621898,98.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
2945792334,86.0,B,3,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
3005796298,99.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
3043139440,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
3046670756,96.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
3255695974,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
3394080493,76.0,C,2,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
3448214568,96.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
3591395032,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
3678370279,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
3721360209,98.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
4027808908,98.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
4108817003,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
4216221943,78.0,C,2,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
4577118353,95.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
4654100077,96.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
4802315710,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
4895055496,96.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
4951415459,94.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
5162842618,97.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
5232767943,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
5278583827,96.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
5760822731,98.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
5783465272,99.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
5802321931,86.0,B,3,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
5821996715,99.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
6104839546,86.0,B,3,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
6187973436,78.0,C,2,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
6501148171,80.0,B,3,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
6509176980,92.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
7226843413,98.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
7250449654,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
7603558602,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
7764135834,91.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
8159938871,99.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
8386909748,99.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
8458676031,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
8477869130,91.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
8581698496,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
8637426983,98.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
8767157334,98.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
8860455748,96.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
9019708459,93.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
9487864276,98.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
9489811073,99.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
9530632852,95.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
9698497276,88.0,B,3,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
9716995793,83.0,B,3,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
9827387229,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
9882129633,90.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
9936449533,100.0,A,4,PE7,Phys Ed 7th,0.5,0.5,7,PE,Y1,3300,2517
