StudentID,Avg_Percent,Letter Grade,GPA Points,Course Number,Course Name,EarnedCrHrs,PotentialCrHrs,Grade_Level,CreditType,StoreCode,TermID
1184808701,97.73,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
1251823719,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
1321286390,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
1351530812,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
1904464509,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
2475589295,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
2500086795,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
2563219840,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
2791277818,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
2890085587,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
3073626684,97.73,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
3109378280,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
3117316309,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
3397979127,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
3698743002,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
4185855650,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
4530400575,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
4667325212,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
4699484558,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
4798557117,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
4857514007,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
5031039375,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
5342057801,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
5538783860,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
5620868947,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
5657444557,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
5802044446,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
5809154386,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
6491565139,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
6552422930,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
6784709774,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
6867536251,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
7179258204,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
7322905738,99.24,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
7512313935,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
7565757675,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
7644495294,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
7660578437,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
7974102648,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
8153802616,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
8183915489,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
8516873949,91.67,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
8521602927,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
8693811961,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
8809800903,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
9018473111,96.02,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
9340916883,98.48,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
9465754715,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
9624023536,100.0,A,4,PE8,Phys Ed 8th,0.5,0.5,8,PE,Y1,3300
