StudentID,Avg_Percent,Letter Grade,GPA Points,Course Number,Course Name,EarnedCrHrs,PotentialCrHrs,Grade_Level,CreditType,StoreCode,TermID,SchoolID
1164945149,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
1202147934,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
1220082363,94.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
1332778677,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
1359682560,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
1715314881,90.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
1814896078,93.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
1866237481,98.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
1972869182,98.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
2010170143,98.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
2107711401,93.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
2268958417,89.0,B,3,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
2286090792,91.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
2298058075,98.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
2412665565,98.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
2717681411,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
2770509984,92.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
2777895233,87.0,B,3,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
2860753130,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
2984980519,88.0,B,3,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
3010129276,94.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
3361455414,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
3493484167,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
3507356569,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
3605937960,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
3768437051,90.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
4023410437,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
4099873344,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
4155827449,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
4170761031,96.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
4193555563,96.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
4300240032,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
4408683111,95.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
4486197452,95.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
4509619761,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
4696717654,96.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
4760219319,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
4882552633,97.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
5267976555,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
6010607071,98.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
6059659079,98.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
6107051770,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
6296208634,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
6398298974,92.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
6462170256,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
6559016202,94.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
6675893211,98.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
6921797154,96.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
6957217545,98.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
7017564241,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
7144103439,90.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
7251559600,98.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
7308819813,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
7364832398,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
7495424919,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
7522056380,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
7536814707,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
7697939583,93.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
7751419033,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
7760902841,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
7866373808,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
7942157139,86.0,B,3,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
8093405577,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
8349583391,98.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
8453547840,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
8684959820,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
8832485114,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
8905316976,97.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
9246140700,90.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
9303918032,100.0,A,4,PE6,Phys Ed 6th,0.5,0.5,6,PE,Y1,3300,2517
